Sz,Time
1,3835
2,4635
3,4659
4,4678
5,4796
6,4844
7,4756
8,5115
9,4942
10,5190
20,5110
30,5636
40,6037
50,6640
60,6835
70,6770
80,6377
90,6893
100,7411
200,21129
300,85956
400,174275
500,279857
600,474986
700,672886
800,855637
900,1002301
1000,1207125
