Sz,Time
1,2139
2,2220
3,2267
4,2342
5,2262
6,2316
7,2258
8,2325
9,2840
10,2832
20,2798
30,2993
40,3419
50,3663
60,3345
70,3751
80,4646
90,6352
100,6960
200,27475
300,65750
400,140868
500,288470
600,361339
700,539002
800,564912
900,768483
1000,801349
