Sz,Time
1,3333
2,4156
3,4248
4,4213
5,4219
6,4376
7,4626
8,5074
9,4266
10,4364
20,4890
30,6051
40,7328
50,8574
60,10490
70,11879
80,13222
90,14224
100,17115
200,62039
300,144738
400,256363
500,414626
600,648607
700,918855
800,1157805
900,1478902
1000,1739945
